,price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize,cluster
1888,2275,45000,1,1,2006,1,165,47.1,1.2,2
1889,1799,103000,1,1,2008,1,150,47.1,1.2,1
1890,2499,83000,0,1,2008,1,265,38.2,1.6,1
1891,2375,89000,1,2,2008,1,205,42.2,1.6,1
1892,7695,29000,1,1,2015,0,0,78.5,1.6,2
1893,11900,22422,0,1,2017,1,145,54.3,1.0,0
1894,14995,15000,0,1,2018,1,145,48.7,1.0,0
1895,5995,22000,1,1,2016,1,125,54.3,1.2,0
1896,7438,42701,1,1,2016,1,125,54.3,1.2,2
1897,11890,12490,0,1,2017,1,145,54.3,1.0,0
1898,5490,93591,1,2,2012,0,125,56.5,2.0,1
1899,6990,23356,1,1,2014,1,0,65.7,1.0,0
1900,4995,44000,1,1,2014,1,0,65.7,1.0,2
1901,5995,89000,0,2,2014,0,145,53.3,2.0,1
1902,6995,17000,1,1,2017,0,145,85.6,1.5,0
1903,7995,51000,1,2,2015,1,20,60.1,1.0,3
1904,9995,48000,1,2,2016,0,0,74.3,1.5,2
1905,5495,77000,1,2,2011,1,145,47.9,1.6,1
1906,9995,22000,1,2,2015,1,20,60.1,1.0,0
1907,2725,95000,1,2,2010,1,200,42.2,1.6,1
1908,2645,105000,1,2,2010,1,200,42.2,1.6,1
1909,3350,52000,1,2,2009,1,200,42.2,1.6,2
1910,999,111000,1,1,2004,1,160,45.6,1.2,1
1911,1999,109000,1,2,2009,1,235,40.4,1.8,1
1912,7495,41000,1,1,2014,1,20,62.8,1.0,2
1913,12000,2317,1,1,2019,1,145,48.7,1.1,0
1914,12000,5517,1,1,2019,1,145,48.7,1.1,0
1915,10500,32176,1,0,2017,1,145,53.3,1.0,2
1916,14500,7692,1,0,2018,0,150,67.3,1.5,0
1917,11000,17311,1,1,2018,1,150,65.7,1.0,0
1918,1449,101000,1,2,2005,1,200,42.1,1.6,1
1919,22000,4855,0,2,2019,0,145,64.2,2.0,0
1920,16000,3571,1,1,2019,1,145,60.1,1.0,0
1921,7000,49142,1,1,2015,1,125,54.3,1.2,2
1922,8500,30114,1,1,2017,1,150,64.2,1.1,2
1923,11000,48961,1,2,2018,1,150,57.7,1.0,2
1924,9500,37463,1,1,2017,1,150,65.7,1.0,2
1925,10000,11964,1,1,2016,1,0,65.7,1.0,0
1926,16000,5367,0,2,2019,1,150,50.4,1.0,0
1927,10000,19785,1,2,2016,1,20,60.1,1.0,0
1928,9600,34506,1,1,2018,1,145,65.7,1.0,2
1929,10000,31119,1,1,2017,1,150,65.7,1.0,2
1930,9500,31467,1,1,2017,1,0,65.7,1.0,2
1931,8000,24408,1,1,2016,1,0,65.7,1.0,2
1932,9000,49015,1,1,2018,1,145,65.7,1.0,2
1933,10300,22999,1,0,2017,1,145,52.3,1.0,0
1934,1695,103000,1,1,2007,1,165,45.6,1.4,1
1935,14500,22587,0,2,2018,1,145,51.4,1.0,0
1936,3500,85000,1,1,2012,0,20,68.9,1.4,1
1937,5500,34000,1,1,2015,1,125,54.3,1.2,2
1938,5000,76000,1,2,2012,1,30,56.5,1.0,1
1939,14000,13,1,1,2020,1,150,55.4,1.0,0
1940,14000,9,1,1,2020,1,150,55.4,1.0,0
1941,14000,10,1,1,2020,1,150,55.4,1.0,0
1942,2595,80000,1,1,2009,1,125,52.3,1.2,1
1943,7000,47000,0,1,2014,1,150,47.9,1.6,2
1944,8995,30000,1,0,2017,0,30,64.2,1.5,2
1945,7495,28315,1,1,2016,1,0,65.7,1.0,2
1946,10995,36000,1,1,2018,1,150,65.7,1.0,2
1947,6995,21000,1,1,2017,1,125,54.3,1.2,0
1948,4195,62506,0,2,2011,1,260,36.7,1.6,3
1949,6494,53844,1,2,2015,1,20,60.1,1.0,3
1950,6495,53844,1,2,2015,1,20,60.1,1.0,3
1951,9750,15354,1,2,2017,1,20,61.4,1.0,0
1952,795,71214,1,2,2005,1,200,42.1,1.6,3
1953,3895,60190,0,2,2009,1,265,37.7,1.6,3
1954,4490,89000,1,2,2011,1,150,47.9,1.6,1
1955,10640,30000,1,1,2018,1,145,57.7,1.0,2
1956,1450,100100,1,2,2007,1,200,42.8,1.6,1
1957,5400,56000,1,2,2012,1,30,56.5,1.0,3
1958,2900,75800,0,2,2008,1,260,37.7,1.6,1
1959,3200,68700,1,1,2010,0,20,67.3,1.4,3
1960,10000,14790,1,2,2017,1,20,61.4,1.0,0
1961,10600,10021,1,2,2017,1,20,61.4,1.0,0
1962,12400,20396,1,1,2018,1,145,65.7,1.0,0
1963,9700,10190,1,2,2017,1,20,61.4,1.0,0
1964,8200,47021,0,2,2016,1,125,51.4,1.0,2
1965,12300,31372,0,1,2018,1,145,54.3,1.0,2
1966,11400,27839,0,1,2018,1,145,54.3,1.0,2
1967,10500,36238,1,1,2018,1,145,65.7,1.0,2
1968,10000,3840,0,1,2016,1,0,57.7,1.0,0
1969,4170,115000,1,2,2012,0,20,67.3,1.6,1
1970,10800,38035,0,1,2018,1,145,54.3,1.0,2
1971,11070,32790,0,1,2018,1,145,54.3,1.0,2
1972,6250,20930,1,1,2013,1,30,54.3,1.2,0
1973,8200,15231,1,1,2017,0,0,78.5,1.5,0
1974,13000,11913,1,2,2018,1,145,58.9,1.0,0
1975,9000,17988,1,1,2017,1,0,65.7,1.0,0
1976,10500,30628,0,1,2018,1,150,54.3,1.0,2
1977,9900,35500,1,2,2017,0,0,74.3,1.5,2
1978,10200,66486,1,2,2015,0,20,67.3,2.0,3
1979,10500,31481,1,2,2016,0,0,74.3,1.5,2
1980,6295,77000,1,2,2015,0,0,74.3,1.5,1
1981,2690,109000,1,1,2010,0,0,76.3,1.6,1
1982,4690,63000,1,1,2015,1,30,54.3,1.2,3
1983,10500,29740,1,1,2018,1,145,65.7,1.0,2
1984,10500,33760,1,1,2018,1,145,65.7,1.0,2
1985,9000,31640,1,1,2017,0,265,78.5,1.5,2
1986,7300,48118,1,1,2016,1,0,65.7,1.0,2
1987,7000,78533,1,2,2015,0,0,74.3,1.5,1
1988,2400,92000,1,2,2009,1,200,42.2,1.6,1
1989,11400,26656,1,2,2018,1,145,57.7,1.0,2
1990,13000,23670,0,2,2017,1,145,46.3,1.5,0
1991,8700,29308,1,1,2018,1,150,65.7,1.0,2
1992,8900,53503,1,1,2018,1,150,65.7,1.0,3
1993,9500,8770,1,1,2017,1,150,65.7,1.0,0
1994,7700,55952,1,2,2015,0,0,74.3,1.5,3
1995,9800,40166,1,2,2017,1,20,58.9,1.0,2
1996,6800,35416,1,1,2015,1,125,54.3,1.2,2
1997,11500,27348,0,2,2017,1,145,46.3,1.5,2
1998,8700,27725,1,1,2017,1,0,65.7,1.0,2
1999,9500,29063,1,1,2014,1,150,47.9,1.6,2
2000,8500,47311,1,1,2017,1,150,65.7,1.0,2
2001,9100,55717,1,1,2018,0,145,88.3,1.5,3
2002,9500,30292,0,2,2015,1,165,44.8,1.6,2
2003,10500,30012,0,1,2018,1,150,54.3,1.0,2
2004,9800,24500,1,2,2017,1,20,60.1,1.0,2
2005,11250,23156,0,2,2017,1,150,51.4,1.0,0
2006,9600,41947,1,2,2017,0,150,74.3,1.5,2
2007,10500,30721,0,1,2018,1,150,54.3,1.0,2
2008,10500,9960,1,0,2017,0,150,64.2,1.5,0
2009,11500,22200,0,1,2017,1,150,54.3,1.0,0
2010,2499,115000,1,2,2008,1,235,39.8,2.0,1
2011,6288,46000,1,2,2011,1,145,47.9,1.6,2
2012,8499,29000,1,1,2016,1,125,54.3,1.2,2
2013,11599,19000,1,0,2018,1,150,54.3,1.0,0
2014,7688,28000,1,1,2015,1,0,65.7,1.0,2
2015,5988,53000,1,1,2013,1,0,65.7,1.0,3
2016,10800,22988,1,2,2017,1,20,60.1,1.0,0
2017,9200,45397,0,0,2016,1,165,44.8,1.5,2
2018,14250,40696,1,2,2016,0,20,67.3,2.0,2
2019,9100,10915,1,0,2017,1,125,52.3,1.0,0
2020,8800,20221,1,1,2017,1,0,65.7,1.0,0
2021,8000,32402,1,1,2018,1,145,64.2,1.1,2
2022,9750,39426,1,1,2017,1,20,62.8,1.0,2
2023,6300,29423,1,1,2015,1,125,54.3,1.2,2
2024,9800,22411,1,0,2017,0,145,64.2,1.5,0
2025,9800,20936,1,0,2017,1,145,53.3,1.0,0
2026,10900,23138,1,1,2016,1,145,47.9,1.6,0
2027,11000,20277,1,1,2019,1,150,56.5,1.0,0
2028,13500,27916,1,2,2019,0,150,80.7,1.5,2
2029,13000,34466,1,2,2019,0,150,80.7,1.5,2
2030,10750,26401,1,1,2019,1,150,56.5,1.0,2
2031,10750,26872,1,1,2019,1,150,56.5,1.0,2
2032,9850,45275,1,1,2019,1,150,56.5,1.0,2
2033,11000,19153,1,1,2019,1,150,56.5,1.0,0
2034,11000,16552,1,1,2018,0,150,58.9,1.5,0
2035,6000,42066,1,1,2014,1,30,54.3,1.2,2
2036,8300,28747,1,1,2017,1,0,65.7,1.0,2
2037,9300,43826,1,1,2018,0,145,58.9,1.5,2
2038,12300,29568,1,2,2018,0,145,80.7,1.5,2
2039,8000,51378,1,2,2017,1,145,60.1,1.0,3
2040,8200,29887,1,1,2017,0,0,78.5,1.5,2
2041,7900,58898,1,2,2016,0,0,74.3,1.5,3
2042,8700,23246,1,1,2016,0,0,78.5,1.5,2
2043,7500,42112,1,2,2015,1,20,61.4,1.0,2
2044,9600,22935,1,1,2017,1,145,62.8,1.0,0
2045,9800,26141,1,1,2017,1,20,62.8,1.0,2
2046,8500,26360,1,1,2017,0,0,88.3,1.5,2
2047,8400,60025,1,1,2018,1,145,65.7,1.0,3
2048,7200,33625,1,1,2016,0,0,78.5,1.5,2
2049,17495,5300,0,2,2018,0,150,67.3,1.5,0
2050,7000,27500,1,1,2014,1,30,54.3,1.2,2
2051,8200,20636,1,1,2017,1,0,65.7,1.0,0
2052,8400,26645,1,1,2017,1,0,65.7,1.0,2
2053,8400,25693,1,1,2017,1,145,65.7,1.0,2
2054,9000,22903,1,1,2017,1,0,65.7,1.0,0
2055,8200,30372,1,1,2017,1,0,65.7,1.0,2
2056,8300,27188,1,1,2017,1,0,65.7,1.0,2
2057,8500,23693,1,1,2017,1,145,65.7,1.0,2
2058,9950,17502,1,1,2017,1,150,65.7,1.0,0
2059,9900,31821,0,2,2017,1,125,51.4,1.0,2
2060,11500,18413,1,2,2017,1,150,60.1,1.0,0
2061,8100,31277,1,1,2017,1,0,65.7,1.0,2
2062,8700,35361,1,1,2018,1,145,64.2,1.1,2
2063,12495,4000,0,2,2017,1,160,44.8,1.6,0
2064,6995,21793,1,1,2014,1,0,65.7,1.0,0
2065,9995,4000,0,1,2015,1,145,47.9,1.6,0
2066,15495,3000,0,1,2020,1,145,48.7,1.0,0
2067,11995,7000,1,1,2018,1,145,65.7,1.0,0
2068,13495,3000,0,2,2017,1,145,51.4,1.0,0
2069,9600,16875,1,1,2018,1,145,65.7,1.0,0
2070,8800,18330,1,1,2017,1,145,65.7,1.0,0
2071,8600,25919,1,1,2017,1,0,65.7,1.0,2
2072,11900,30898,1,2,2016,0,20,67.3,2.0,2
2073,7000,33533,1,1,2013,1,0,65.7,1.0,2
2074,7900,61111,1,2,2016,0,0,74.3,1.5,3
2075,9300,56539,0,2,2017,0,145,74.3,1.5,3
2076,8300,27363,1,1,2017,1,0,65.7,1.0,2
2077,11995,13000,0,2,2016,0,20,67.3,1.5,0
2078,16495,1000,0,1,2019,1,145,48.7,1.0,0
2079,9900,21492,1,2,2017,1,20,61.4,1.0,0
2080,9500,15344,1,2,2017,1,20,61.4,1.0,0
2081,12300,13255,1,2,2018,1,145,57.7,1.0,0
2082,9600,50689,1,2,2017,0,0,74.3,1.5,2
2083,7999,36384,1,0,2015,1,125,53.3,1.0,2
2084,9999,18956,1,1,2017,1,150,65.7,1.0,0
2085,9400,25998,1,2,2016,1,20,61.4,1.0,2
2086,8700,37897,1,1,2018,1,145,64.2,1.1,2
2087,8700,37345,1,1,2018,1,145,64.2,1.1,2
2088,7500,13928,1,1,2016,1,125,54.3,1.2,0
2089,9800,33629,1,2,2017,0,145,74.3,1.5,2
2090,10995,3000,0,1,2016,1,145,47.9,1.6,0
2091,19995,500,0,2,2020,1,150,50.4,1.0,0
2092,13495,11600,0,2,2015,1,150,46.3,1.5,0
2093,14995,1000,0,0,2018,1,145,48.7,1.0,0
2094,18995,1400,0,0,2019,1,150,44.1,1.0,0
2095,9995,7800,0,1,2015,1,150,47.9,1.6,0
2096,9000,25915,1,1,2016,1,20,62.8,1.0,2
2097,8000,43526,1,2,2016,0,0,74.3,1.5,2
2098,7300,31626,1,1,2015,1,0,65.7,1.0,2
2099,9300,43331,1,1,2018,0,145,58.9,1.5,2
2100,8800,18481,1,1,2017,1,0,65.7,1.0,0
2101,10600,25151,1,2,2018,1,145,57.7,1.0,2
2102,12700,12038,1,1,2018,1,145,65.7,1.0,0
2103,10300,45773,1,2,2018,1,145,57.7,1.0,2
2104,10000,24026,1,0,2017,1,125,52.3,1.0,0
2105,10000,20911,1,1,2017,1,150,65.7,1.0,0
2106,6950,44545,1,1,2016,1,125,54.3,1.2,2
2107,10500,26000,0,2,2016,0,30,64.2,2.0,2
2108,2950,68500,1,2,2009,1,205,42.2,1.6,3
2109,8500,20844,1,1,2016,1,0,65.7,1.0,0
2110,8500,36530,1,0,2016,0,30,64.2,1.5,2
2111,11600,26119,1,1,2018,1,150,62.8,1.0,2
2112,6975,79347,1,2,2015,0,0,67.3,1.5,1
2113,5925,46054,1,2,2011,1,145,47.9,1.6,2
2114,8100,37252,1,2,2015,0,20,67.3,1.6,2
2115,3800,67253,1,1,2009,1,145,49.6,1.2,3
2116,3784,48555,1,1,2009,1,125,51.4,1.2,2
2117,4045,63400,1,1,2009,1,145,49.6,1.2,3
2118,8950,46994,1,2,2017,1,20,61.4,1.0,2
2119,9200,46249,1,2,2017,1,145,61.4,1.0,2
2120,9313,42740,1,2,2016,1,20,60.1,1.0,2
2121,10000,19279,1,1,2018,1,145,65.7,1.0,0
2122,17945,8270,1,2,2018,1,145,41.5,2.0,0
2123,15980,8144,1,2,2017,1,145,41.5,2.0,0
2124,9690,21523,1,1,2017,1,0,65.7,1.0,0
2125,17195,3097,1,0,2019,1,145,51.4,1.0,0
2126,6695,65000,1,2,2014,0,20,67.3,1.6,3
2127,3295,80000,1,2,2009,1,235,40.4,1.8,1
2128,13995,4000,0,0,2018,1,145,45.6,1.0,0
2129,12995,2000,0,2,2017,1,145,51.4,1.0,0
2130,8800,22837,1,0,2015,1,160,44.8,1.5,0
2131,8800,20044,1,1,2016,1,0,65.7,1.0,0
2132,9471,15984,1,1,2017,1,0,65.7,1.0,0
2133,8988,22029,1,1,2017,1,0,65.7,1.0,0
2134,10499,22740,1,0,2017,1,125,52.3,1.0,0
2135,14999,2587,0,0,2019,1,145,45.6,1.0,0
2136,7755,31700,1,0,2014,0,30,61.4,1.5,2
2137,9000,27183,1,0,2015,1,125,53.3,1.0,2
2138,9800,33567,1,0,2017,1,125,53.3,1.0,2
2139,9500,14879,1,1,2016,1,0,65.7,1.0,0
2140,9500,12801,1,1,2017,1,0,65.7,1.0,0
2141,9000,22331,1,2,2015,1,20,61.4,1.0,0
2142,11000,14386,1,0,2017,1,145,52.3,1.0,0
2143,11000,11809,0,0,2017,1,160,44.8,1.5,0
2144,6495,54807,0,1,2060,1,205,42.8,1.4,3
2145,12500,20668,1,2,2017,1,20,61.4,1.0,0
2146,12000,15238,0,2,2017,1,125,51.4,1.0,0
2147,5995,55000,0,1,2010,1,195,42.8,1.4,3
2148,7695,75000,1,2,2015,0,20,67.3,1.6,1
2149,7695,67000,1,2,2015,0,20,67.3,1.6,3
2150,4495,87577,1,2,2011,1,145,47.9,1.6,1
2151,2500,98500,1,2,2008,1,200,42.2,1.6,1
2152,2495,78580,1,2,2007,1,200,42.2,1.4,1
2153,12995,17161,1,2,2018,1,145,57.7,1.0,0
2154,7495,26417,1,1,2015,1,0,65.7,1.0,2
2155,7695,30889,0,1,2013,1,150,47.9,1.6,2
2156,8495,25000,1,1,2015,1,0,65.7,1.0,2
2157,16995,4777,1,2,2019,1,145,60.1,1.0,0
2158,12495,21215,1,2,2018,1,145,57.7,1.0,0
2159,5995,36500,1,2,2014,0,20,67.3,1.6,2
2160,9429,19491,1,1,2017,1,0,65.7,1.0,0
2161,1495,105000,1,2,2006,0,125,58.9,1.6,1
2162,2100,79000,1,1,2007,1,160,41.5,1.2,1
2163,2495,70730,0,2,2006,1,260,36.7,1.6,3
2164,4195,91598,1,1,2012,1,125,48.7,1.4,1
2165,2495,87908,0,2,2005,1,265,36.7,1.6,1
2166,13500,7181,1,1,2018,1,145,65.7,1.0,0
2167,19500,3000,1,2,2019,0,145,74.3,1.5,0
2168,16950,1086,0,0,2019,1,145,44.1,1.0,0
2169,17499,1478,0,2,2019,1,145,50.4,1.0,0
2170,12999,7980,0,1,2018,1,150,54.3,1.0,0
2171,10995,16706,0,0,2017,1,150,44.8,1.5,0
2172,8499,20000,1,0,2015,1,165,44.8,1.5,0
2173,16499,8786,1,1,2020,1,150,60.1,1.0,0
2174,12000,7556,0,1,2017,1,0,57.7,1.0,0
2175,5500,64068,1,1,2012,1,150,48.7,1.4,3
2176,7500,53130,1,2,2015,1,20,61.4,1.0,3
2177,16250,1945,1,1,2019,1,145,58.9,1.0,0
2178,6000,58246,1,1,2013,1,30,54.3,1.2,3
2179,5500,64068,1,1,2012,0,125,51.4,1.4,3
2180,12000,4127,1,1,2018,1,150,55.4,1.1,0
2181,9000,24688,1,1,2017,1,150,54.3,1.2,2
2182,10500,19136,1,1,2017,1,0,65.7,1.0,0
2183,10500,3500,1,1,2017,1,145,64.2,1.1,0
2184,14500,3229,1,1,2019,1,145,58.9,1.0,0
2185,9000,29727,0,1,2016,1,145,47.9,1.6,2
2186,11750,32746,1,2,2017,0,145,74.3,1.5,2
2187,11000,10782,0,1,2017,1,0,57.7,1.0,0
2188,11500,6877,0,1,2017,1,0,57.7,1.0,0
2189,16500,756,1,1,2019,1,145,58.9,1.0,0
2190,14000,9137,0,2,2017,1,125,51.4,1.0,0
2191,11500,11949,0,1,2017,1,145,47.9,1.6,0
2192,12000,10310,0,1,2017,1,0,57.7,1.0,0
2193,11000,9066,1,1,2017,1,0,65.7,1.0,0
2194,17500,2020,0,1,2019,1,145,48.7,1.0,0
2195,4000,49500,1,1,2009,1,150,49.6,1.4,2
2196,10000,16749,1,1,2016,1,0,65.7,1.0,0
2197,9500,16565,1,1,2017,1,145,64.2,1.1,0
2198,11500,15417,1,1,2018,1,145,65.7,1.0,0
2199,12000,5925,1,1,2017,1,0,65.7,1.0,0
2200,16499,6070,0,0,2019,1,145,44.1,1.0,0
2201,14899,2832,1,2,2019,1,145,58.9,1.0,0
2202,11999,17560,1,1,2018,1,150,58.9,1.0,0
2203,17799,906,0,2,2019,1,150,50.4,1.0,0
2204,10250,14259,1,1,2018,1,150,64.2,1.1,0
2205,7500,67107,1,2,2015,0,0,74.3,1.5,3
2206,12500,7677,1,2,2018,1,150,60.1,1.0,0
2207,13750,1200,1,1,2020,1,145,56.5,1.0,0
2208,14500,1400,1,1,2020,1,145,58.9,1.0,0
2209,16500,1500,1,1,2020,1,145,58.9,1.0,0
2210,15000,424,1,1,2020,1,145,58.9,1.0,0
2211,14000,525,1,1,2020,1,145,58.9,1.0,0
2212,15000,250,1,1,2020,1,145,58.9,1.0,0
2213,6750,48000,1,2,2011,1,145,47.1,1.6,2
2214,8999,26245,1,1,2017,1,0,65.7,1.0,2
2215,16500,4591,1,2,2019,1,145,58.9,1.0,0
2216,16000,2498,1,0,2019,0,145,58.9,1.5,0
2217,11250,5,1,1,2018,1,145,65.7,1.0,0
2218,9999,14000,1,1,2016,1,0,65.7,1.0,0
2219,17500,25,1,1,2020,1,145,58.9,1.0,0
2220,8299,41000,1,2,2015,1,20,60.1,1.0,2
2221,9500,22141,1,0,2017,0,145,64.2,1.5,0
2222,8500,31413,1,1,2017,1,145,65.7,1.0,2
2223,9500,20000,1,1,2018,1,150,64.2,1.1,0
2224,14500,18500,1,2,2018,1,150,60.1,1.0,0
2225,16000,500,0,1,2020,1,145,48.7,1.0,0
2226,10999,12500,1,1,2018,1,145,65.7,1.0,0
2227,9995,32764,1,0,2017,0,30,64.2,1.5,2
2228,10000,11131,1,1,2018,1,145,55.4,1.1,0
2229,11000,23939,0,1,2017,1,145,54.3,1.0,0
2230,10900,19424,1,1,2017,1,145,65.7,1.0,0
2231,12500,3750,1,1,2019,1,145,55.4,1.1,0
2232,19000,15,0,0,2019,1,145,45.6,1.0,0
2233,15000,1985,1,1,2019,1,145,58.9,1.0,0
2234,6900,37000,1,1,2015,1,0,65.7,1.0,2
2235,14999,79,1,1,2020,1,145,56.5,1.0,0
2236,13999,6500,1,0,2018,1,150,52.3,1.0,0
2237,14299,12111,1,0,2018,1,150,51.4,1.0,0
2238,12299,29200,1,1,2018,1,150,65.7,1.0,2
2239,13499,12100,1,0,2018,1,150,54.3,1.0,0
2240,15999,2100,1,1,2020,1,150,58.9,1.0,0
2241,10850,12000,1,1,2018,1,145,65.7,1.0,0
2242,9999,32990,1,1,2017,1,145,65.7,1.0,2
2243,14799,11668,1,0,2018,1,150,54.3,1.0,0
2244,7699,37879,1,1,2017,1,125,54.3,1.2,2
2245,9999,22000,1,1,2018,1,150,65.7,1.0,0
2246,11999,30953,1,2,2018,1,145,50.4,1.5,2
2247,15999,9858,0,0,2019,1,145,45.6,1.0,0
2248,10499,19348,1,1,2017,1,145,65.7,1.0,0
2249,16499,4156,1,1,2019,1,145,58.9,1.0,0
2250,15299,68,1,1,2020,1,145,58.9,1.0,0
2251,16999,1963,1,1,2020,1,145,58.9,1.0,0
2252,24999,4900,1,2,2020,1,145,34.5,2.3,0
2253,10699,26796,0,2,2016,1,125,51.4,1.0,2
2254,12849,16128,1,2,2018,1,145,57.7,1.0,0
2255,9599,8130,1,0,2016,1,125,53.3,1.0,0
2256,10899,9973,1,1,2018,1,145,65.7,1.0,0
2257,18999,15,0,0,2019,1,145,45.6,1.0,0
2258,10499,9377,1,1,2018,1,145,64.2,1.1,0
2259,16660,1600,0,1,2019,1,145,48.7,1.0,0
2260,13499,10592,1,1,2018,1,145,62.8,1.0,0
2261,18122,1746,1,0,2019,1,145,51.4,1.0,0
2262,13499,13503,1,1,2018,1,145,58.9,1.0,0
2263,16999,600,1,0,2019,1,145,51.4,1.0,0
2264,10600,12426,1,0,2016,1,125,52.3,1.0,0
2265,11850,9514,0,1,2018,1,145,54.3,1.0,0
2266,14000,8724,1,2,2018,0,145,74.3,1.5,0
2267,7500,32770,1,1,2017,1,145,65.7,1.0,2
2268,18500,10960,1,2,2017,1,145,41.5,2.0,0
2269,18250,3386,1,0,2019,1,145,54.3,1.0,0
2270,12000,1808,1,1,2019,1,145,55.4,1.1,0
2271,11000,17339,1,2,2017,1,145,60.1,1.0,0
2272,13999,1779,1,1,2019,1,145,55.4,1.0,0
2273,9699,10452,1,1,2016,1,20,62.8,1.0,0
2274,8499,9264,1,1,2015,1,0,65.7,1.0,0
2275,15799,120,1,1,2020,1,150,58.9,1.0,0
2276,17499,1938,1,0,2020,1,145,51.4,1.0,0
2277,8000,65000,1,2,2015,0,0,74.3,1.5,3
2278,8999,15828,1,1,2015,1,20,62.8,1.0,0
2279,15999,2813,1,1,2019,1,145,58.9,1.0,0
2280,8999,24546,1,1,2015,1,0,65.7,1.0,2
2281,15999,2200,1,0,2019,1,145,51.4,1.0,0
2282,9899,16303,0,1,2017,1,0,57.7,1.0,0
2283,16000,19834,1,2,2016,1,200,41.5,2.0,0
2284,12500,7047,0,1,2018,1,145,48.7,1.0,0
2285,7650,46123,1,0,2015,1,125,53.3,1.0,2
2286,7999,31348,1,1,2016,1,125,54.3,1.2,2
2287,9999,7010,1,2,2015,0,20,67.3,1.6,0
